channel_url,total_video_count,subscriber_count,total_views_count,channel_title,published_at,video_url,title,comment_count,view_count,update_time
https://www.youtube.com/channel/UCXxAXdFh-cuYXU289kd-pNQ,358000,327,92899250,全明星運動會,UTC+8 2021-12-14 04:00:11+08:00,https://www.youtube.com/watch?v=-M9CK7BhwR0,目標鎖定！他就是我的狀元！速度令人震驚、分隊令人震驚，錢姊一個指名，小傑的步調全部被打亂啦～各自組成最強陣容，紅藍正式成軍！全明星運動會S3 EP2：錢傑之爭｜永信藥品,2457,1257490,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC6FcYHEm7SO1jpu5TKjNXEA,3450000,257,994416569,這群人TGOP,UTC+8 2021-12-15 11:01:43+08:00,https://www.youtube.com/watch?v=TzWhAj4JiOc,這群人 TGOP │斜幹青年球鞋店 The Slashie Shoes Store ft.周湯豪、澎恰恰,783,758209,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCCPYSMEnbeepGM7RU6qxyUA,223000,3809,133279489,Muse木棉花-闔家歡,UTC+8 2021-12-18 10:00:09+08:00,https://www.youtube.com/watch?v=hnqXKF9FOXA,【期間限定】蠟筆小新「想看隔壁老伯的長相」小單元07｜Muse闔家歡 動畫 免費看,42,134128,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCCSZ1P-Gas8IIgzXAwV0YFA,334000,365,37589476,蔡哥,UTC+8 2021-12-17 11:30:15+08:00,https://www.youtube.com/watch?v=Di1HgiFr_Ks,蔡哥-我不可能抽籤抽到泱泱吧?! @一隻阿圓 I am CIRCLE @眾量級CROWD @黃氏兄弟 @見習網美小吳 @WINNI溫妮 @泱泱LYNN @阿部瑪利亞 Maria Abe Vlog#12,790,214807,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCBuHkb1AS_yRQ71meFNQ3VQ,828000,10524,535932083,年代向錢看,UTC+8 2021-12-18 14:17:12+08:00,https://www.youtube.com/watch?v=jkQGT7OKxb0,四大公投!反萊豬?核四重啟?朱侯內戰?!蔡英文拚四個不同意!,850,246434,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCWMVRHb14c9zPfB6d41IrlA,subscriber is hidden,344,53317002,蝦談娛子醬,UTC+8 2021-12-19 12:08:32+08:00,https://www.youtube.com/watch?v=1UarBfdkor4,李靚蕾爆前夫「召妓花名冊!」王力宏有多渣？圈子裡的人早就知道了！#小S #康熙來了 #康熙小本本 #郭世倫 #徐若瑄 #by2 #離婚真相,1217,522698,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCHBv5vSp3pETSLq8oWTsmqA,523000,101607,533723547,年代新聞CH50,UTC+8 2021-12-19 07:59:54+08:00,https://www.youtube.com/watch?v=mu5iPlNn6vc,【雅琴看世界】公投特別報導　四個不同意 　綠強勢壓藍 ／ 藍找戰犯 深藍狂嗆侯盧 ／ 公投綠止血 1／9選罷穩？ ／ 缺電經貿碰壁　還甩鍋誰？,817,86451,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCCQvP4hsRW9emj0meGk15jg,474000,19300,308187389,愛爾達體育家族 ELTA Sports,UTC+8 2021-12-17 10:27:02+08:00,https://www.youtube.com/watch?v=fEIN0_LExvk,【2021 BWF】世錦賽 女單八強 戴資穎 VS 辛度,245,250708,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCMUnInmOkrWN4gof9KlhNmQ,subscriber is hidden,214,1071469683,老高與小茉 Mr & Mrs Gao,UTC+8 2021-12-15 13:14:15+08:00,https://www.youtube.com/watch?v=vGdg7YC0B6g,一個被封印的事件 | 老高與小茉 Mr & Mrs Gao,4915,2628756,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC0Q-fBheHysYWz9ObSEzMdA,971000,401,141320856,超粒方,UTC+8 2021-12-19 12:45:12+08:00,https://www.youtube.com/watch?v=pisxyvW8pxU,《蜘蛛人:無家日》完整彩蛋解析 裂縫中的人物是誰?靈魂出竅為什麼還能動? 你錯過的所有細節! | 超粒方,1168,351203,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCJWBmkMzZHHJIpGYgIGm7mw,517000,151,97551695,Onion Man 洋蔥與阿文 第二短廢片頻道,UTC+8 2021-12-19 12:30:12+08:00,https://www.youtube.com/watch?v=NDlBWXJnEEM,【洋蔥cover】《如果可以》示愛阿權版 | 韋禮安 | 電影「月老」主題曲 | Onion Man @拳爺,2182,161411,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCLG2sbIo3Rktb77h6q9yuDw,293000,5937,290018136,鄭知道了,UTC+8 2021-12-18 15:30:14+08:00,https://www.youtube.com/watch?v=R0osi-Wrcqg,"抓戰犯抓到""他""身上！電視台節目竟稱""李靚蕾是蔡英文終極武器"" 曝票還沒開完...侯友宜臉書就遭灌爆開嗆""滾出國民黨"" 麻煩大了？│鄭弘儀主持│【鄭知道了 PART2】20211218│三立iNEWS",1439,302413,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC9zY_E8mcAo_Oq772LEZq8Q,5510000,295,1618274036,THE FIRST TAKE,UTC+8 2021-12-17 13:00:13+08:00,https://www.youtube.com/watch?v=Z2Z9V-4DMGw,milet×Aimer×幾田りら - おもかげ (produced by Vaundy) / THE FIRST TAKE,7786,3554081,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC7ovu6a8ydIbDy0fAKmoZ9A,2570000,1725,3289927785,相信音樂BinMusic,UTC+8 2021-12-16 12:00:19+08:00,https://www.youtube.com/watch?v=caxiOmSWWEM,告五人 Accusefive [ 好不容易 Finally ] Official Music Video  ( 戲劇《華燈初上》片尾曲 ),236,412270,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC0Q-fBheHysYWz9ObSEzMdA,971000,401,141320856,超粒方,UTC+8 2021-12-18 04:00:14+08:00,https://www.youtube.com/watch?v=uoIAqfRe1Vc,【影評】史上最感動的漫威電影 超越終局之戰的爽? | 蜘蛛人:無家日 | 超粒方,1844,543481,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCHBv5vSp3pETSLq8oWTsmqA,523000,101607,533723547,年代新聞CH50,UTC+8 2021-12-18 12:19:58+08:00,https://www.youtube.com/watch?v=zf31OLmsDeU,2021/12/18  四大公投開票結果,84,164588,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCDrswN-SqWh7Kii62h9aXGA,1440000,435,394709845,STR Network,UTC+8 2021-12-17 12:00:12+08:00,https://www.youtube.com/watch?v=68zvlrMVInk,【#狗屎寫手】誰說鍾明軒不敢來的？,995,498983,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC2ujNMV-_Onh3vMdcStSAWA,subscriber is hidden,129,6231583,群星會,UTC+8 2021-12-17 09:59:09+08:00,https://www.youtube.com/watch?v=3uWRRGlM57A,80歲陳松勇病逝！一生未婚膝下無子，遺囑曝光百萬遺產去向驚人#陳松勇 #陳松勇去世 #陳淑芳 #周潤發 #群星會,10,268194,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCGyn3Y7NOSCHjFM_eJqydRA,426000,789,109517295,AFF Suzuki Cup,UTC+8 2021-12-19 15:08:12+08:00,https://www.youtube.com/watch?v=_mpVPbXd_Sc,Malaysia vs Indonesia | #AFFSuzukiCup2020 Group Stage,49,150070,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC9Jg2g6noEx2J2tgFpmlAGA,subscriber is hidden,760,50033000,風華絕代,UTC+8 2021-12-18 02:51:45+08:00,https://www.youtube.com/watch?v=y0clZtRHVtE,又走一個！陳松勇生前一幕曝光看哭眾人，200萬遺產去向內幕驚人，與菲傭真實關係瞞不住！#陳松勇去世#風華絕代,0,90964,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCAaTK8YjjSu92M_GLOK3Clg,23000,8533,12989158,政常發揮,UTC+8 2021-12-17 11:00:20+08:00,https://www.youtube.com/watch?v=jI51As3VKMs,陳松勇病逝！生前曾喊「錢多到不知怎麼花」百萬財產留給她│政常發揮,22,66844,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCSI11yVCM5x45_iiL5YcQZw,1130000,159,291376270,Priscilla Abby 蔡恩雨,UTC+8 2021-12-17 11:00:12+08:00,https://www.youtube.com/watch?v=UqR9qFekEGg,韋禮安《如果可以》Cover ( 蔡恩雨 Priscilla Abby),292,245299,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCiewBSUlxrhoyn6oTNt0ilw,201000,62,9195555,泱泱LYNN,UTC+8 2021-12-17 11:00:12+08:00,https://www.youtube.com/watch?v=zRyYC_LPW7A,全場最驚艷！99元驚喜禮物讓他們臉都垮了！feat. @一隻阿圓 I am CIRCLE@阿部瑪利亞 Maria Abe@WINNI溫妮@蔡哥@眾量級CROWD@黃氏兄弟@見習網美小吳｜🌱泱泱LYNN,257,168860,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC9_uMIKL8bjYVATV89yASDA,subscriber is hidden,308,55636015,閒娛記,UTC+8 2021-12-16 10:00:31+08:00,https://www.youtube.com/watch?v=hCFh2QRD_qY,徹底結束8年婚姻！王力宏不再隱瞞，說出當年娶李靚蕾的真相！真實性向瞞不住，30億財產何去何從？#李雲迪 #閒娛記 #王力宏 #李靚蕾,386,331192,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCexpzYDEnfmAvPSfG4xbcjA,184000,143362,132608128,公視新聞網,UTC+8 2021-12-18 12:08:31+08:00,https://www.youtube.com/watch?v=Gsbrs0H9dIQ,【#PLive】聚焦1218》2021 全民公投開票特別報導,28,111557,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCIYA4KPaldLA535gazqX66A,1070000,91,1113283564,玖壹壹,UTC+8 2021-12-17 04:00:09+08:00,https://www.youtube.com/watch?v=KyLxRZBIfX0,玖壹壹(Nine one one) - 母湯對我 SAY NO ft. @Matzka 瑪斯卡 but no Starr Chen 官方MV首播,623,175733,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCgaEHWsvt6-m6fvnGS5gGxA,541000,1854,279716871,聲林之王 Jungle Voice,UTC+8 2021-12-11 16:00:13+08:00,https://www.youtube.com/watch?v=SL7PZCPifXI,【聲林之王3】EP2 完整版 群獸集結 J.Sheon隔空力推同理  李杰明快嘴RAP點燃叢林戰火 相愛相殺三搶一｜庾澄慶  徐佳瑩  徐若瑄  Lulu黃路梓茵｜Jungle Voice 3,1152,852966,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCGbqa6zyWmkOJHp5QefjTrg,541000,521,89747891,High A Day,UTC+8 2021-12-16 13:00:13+08:00,https://www.youtube.com/watch?v=nf3yY3VzBOo,比地獄還可怕的釜山兄弟福祉院?到底是甚麼樣的地方呢?,282,187469,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCi2GvcaxZCN-61a0co8Smnw,319000,552,44078442,館長惡名昭彰,UTC+8 2021-12-17 15:46:51+08:00,https://www.youtube.com/watch?v=1FWiuAdhb5g,【館長精華】談丁特被遊戲公司提告 / 館長挺你,965,224014,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCeMjhoCCvujpObnt6yeZeNg,626000,2705,353629693,Garena 傳說對決,UTC+8 2021-12-18 15:06:44+08:00,https://www.youtube.com/watch?v=wloE2WDkybQ,AIC 2021｜Semi Finals  四強賽 Day2 - 2021/12/18 《Garena 傳說對決》,299,449991,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCpgt8SEyAy5tbr9BzVK8Lsg,1240000,574,259987786,魚乾,UTC+8 2021-12-18 11:05:15+08:00,https://www.youtube.com/watch?v=3gKP2EV-cqg,【魚乾】地板破洞、污漬枕頭、超大蜘蛛...你跟我說這一晚要三萬？超雷溫泉會館！,832,157635,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCiwt1aanVMoPYUt_CQYCPQg,816000,8085,361977478,全球大視野,UTC+8 2021-12-19 16:10:49+08:00,https://www.youtube.com/watch?v=fu3nJz6-RgE,"【國際直球對決】""經貿.科技.太空.."" 習普會談""中俄合作更緊密"" 拜登政府科技圍堵""慘踢鐵板"" @全球大視野  20211219完整版",556,251339,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC0UX_EK8-UuBi-OrkmWB6eA,307000,3868,204271503,中天娛樂頻道,UTC+8 2021-12-18 05:30:02+08:00,https://www.youtube.com/watch?v=H5ypHdCH5TA,【撩星聞】《康熙》10幾年前小S早就知道?! 王力宏不斷塑造優質形象 默認自己很正直,285,315056,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCCPYSMEnbeepGM7RU6qxyUA,223000,3809,133279489,Muse木棉花-闔家歡,UTC+8 2021-12-19 10:00:13+08:00,https://www.youtube.com/watch?v=JTIB3rU0neM,【期間限定】蠟筆小新「出個門真不容易」小單元09｜Muse闔家歡 動畫 免費看,23,63615,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC1pj9ugnv0PKVNK79CKV3Kg,subscriber is hidden,628,23987405,星娛樂,UTC+8 2021-12-15 12:00:18+08:00,https://www.youtube.com/watch?v=fyCdmj9KCAo,8年婚姻就此告吹！前妻李靚蕾含淚曝光 內幕驚人，閃婚閃離背後另有隱情，王力宏真實性向瞞不住！#星娛樂#李靚蕾#王力宏#,194,298649,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCIECJyQ6meDyN-UnVHgXAMA,1450000,9949,1413983995,台灣達人秀,UTC+8 2021-12-16 12:00:27+08:00,https://www.youtube.com/watch?v=qYg9GyH363A,【陪妹妹參加海選自己卻爆紅！ 哥哥穿透嗓音一開口驚艷全場】｜@NYLE 奈耳,347,1098775,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCVF3bTd3dxM4IfOMFCbNADA,953000,653,314686117,卡提諾狂新聞,UTC+8 2021-12-19 04:00:08+08:00,https://www.youtube.com/watch?v=gWlL5TWsoDc,【1219】卡提諾狂新聞#302 賀！美籍台灣人王力宏回家！,681,263797,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCeF6JP-sxqJnznCAQo_K66g,497000,11158,772168351,噓!星聞,UTC+8 2021-12-19 06:20:10+08:00,https://www.youtube.com/watch?v=SzFPvuw2J3o,超認真調查局／王力宏「你不知道的事」篇,195,80353,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UC5nwNW4KdC0SzrhF9BXEYOQ,1850000,288856,3516726400,TVBS NEWS,UTC+8 2021-12-19 01:23:38+08:00,https://www.youtube.com/watch?v=23lIToqOmHI,新!王父救子遭李靚蕾洗臉 要求王力宏15:00前道歉｜TVBS新聞,2749,505786,UTC+8 2021-12-20 13:14:26
https://www.youtube.com/channel/UCz_rK02a3hnmMOOUSmFQo2w,459000,1413,96139423,正常發揮,UTC+8 2021-12-16 15:17:06+08:00,https://www.youtube.com/watch?v=kk_CtLIvEbU,"【正常發揮PiMW】500萬人站出來!決戰48hr拉下騙子 獨家專訪高金素梅!轟蔡""我不得不戰""獨!電話""騙投不同意票""奧步曝光 骯髒也要贏?網怒:四個都同意了@正常發揮  20211216完整版",965,218228,UTC+8 2021-12-20 13:14:26
